ชื่อสินค้า,รหัสโรงงาน,คลังสินค้า,< 1 วัน,< 1 วัน,< 1 วัน, 1 - 2 วัน, 1 - 2 วัน, 1 - 2 วัน, 3 - 3 วัน, 3 - 3 วัน, 3 - 3 วัน, 4 - 4 วัน, 4 - 4 วัน, 4 - 4 วัน,> 4 วัน,> 4 วัน,> 4 วัน,รหัสสินค้า,SAP,รหัสโรงงาน,รหัสคลัง
23079269-สามชั้น-CPส่งออก,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังสินค้า-FG (0010),,0,0,,6,131.38,,0,0,,0,0,,0,0,23079269,23079269,262110,10
23079269-สามชั้น-CPส่งออก,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังผลิต (0900),,0,0,,0,0,,0,0,,0,0,,2,56.86,23079269,23079269,262110,900
,,410710-โรงชำแหละสุกร ยโสธร,,0,0,,8,95.35,,0,0,,1,18.35,,0,0,,,,
23079269-สามชั้น-CPส่งออก,410710-โรงชำแหละสุกร ยโสธร,คลังผลได้เชือด-บริษัท,,0,0,,8,95.35,,0,0,,1,18.35,,0,0,23079269,23079269,410710,900
,,538010-โรงชำแหละสุกร สระแก้ว,,5,70.7,,20,291.7,,0,0,,0,0,,0,0,,,,
23079269-สามชั้น-CPส่งออก,538010-โรงชำแหละสุกร สระแก้ว,คลังสินค้า-บริษัท,,5,70.7,,20,291.7,,0,0,,0,0,,0,0,23079269,23079269,538010,900
,,รหัสสินค้า:23080161-อวัยวะเพศหมู(อัณฑะ),,0,0,,34,406.44,,0,0,,7,66.11,,1,11.12,,,,
,,410710-โรงชำแหละสุกร ยโสธร,,0,0,,3,15,,0,0,,0,0,,0,0,,,,
23080161-อวัยวะเพศหมู(อัณฑะ),410710-โรงชำแหละสุกร ยโสธร,คลังผลได้เชือด-บริษัท,,0,0,,3,15,,0,0,,0,0,,0,0,23080161,23080161,410710,900
,,410810-โรงชำแหละสุกร อ่างทอง,,0,0,,5,46.83,,0,0,,0,0,,0,0,,,,
23080161-อวัยวะเพศหมู(อัณฑะ),410810-โรงชำแหละสุกร อ่างทอง,คลังผลได้เชือด-บริษัท,,0,0,,5,46.83,,0,0,,0,0,,0,0,23080161,23080161,410810,900
,,412810-โรงชำแหละสุกร กาญจนบุรี,,0,0,,3,13.2,,0,0,,0,0,,0,0,,,,
23080161-อวัยวะเพศหมู(อัณฑะ),412810-โรงชำแหละสุกร กาญจนบุรี,คลังสินค้า-FG (0010),,0,0,,3,13.2,,0,0,,0,0,,0,0,23080161,23080161,412810,10
,,539010-โรงชำแหละสุกร นายายอาม,,0,0,,8,144.19,,0,0,,0,0,,0,0,,,,
23080161-อวัยวะเพศหมู(อัณฑะ),539010-โรงชำแหละสุกร นายายอาม,คลังสินค้า-FG (0010),,0,0,,8,144.19,,0,0,,0,0,,0,0,23080161,23080161,539010,10
,,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,,0,0,,9,79.84,,0,0,,7,66.11,,0,0,,,,
23080161-อวัยวะเพศหมู(อัณฑะ),539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังสินค้า-FG (0010),,0,0,,5,45.31,,0,0,,0,0,,0,0,23080161,23080161,539910,10
23080161-อวัยวะเพศหมู(อัณฑะ),539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังผลิต (0900),,0,0,,4,34.53,,0,0,,7,66.11,,0,0,23080161,23080161,539910,900
,,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,,0,0,,1,4.68,,0,0,,0,0,,1,11.12,,,,
23080161-อวัยวะเพศหมู(อัณฑะ),734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,คลังสินค้า Chill,,0,0,,1,4.68,,0,0,,0,0,,1,11.12,23080161,23080161,734010,900
,,734410-HUB สุกรตัดแต่ง-เมืองพังงา(พังงา),,0,0,,2,56.5,,0,0,,0,0,,0,0,,,,
23080161-อวัยวะเพศหมู(อัณฑะ),734410-HUB สุกรตัดแต่ง-เมืองพังงา(พังงา),คลังสินค้า Chill,,0,0,,2,56.5,,0,0,,0,0,,0,0,23080161,23080161,734410,900
,,734610-โรงชำแหละสุกร ทุ่งกง(สุราษฎร์ธานี),,0,0,,3,46.2,,0,0,,0,0,,0,0,,,,
23080161-อวัยวะเพศหมู(อัณฑะ),734610-โรงชำแหละสุกร ทุ่งกง(สุราษฎร์ธานี),คลังสินค้า-บริษัท,,0,0,,3,46.2,,0,0,,0,0,,0,0,23080161,23080161,734610,900
,,รหัสสินค้า:23080257-หมูบดปรุงรสพร้อมปรุง(สูตร1) 1 กก.-F,,0,0,,0,0,,0,0,,0,0,,3,3,,,,
,,642710-HUB สุกรตัดแต่ง-แม่คือ,,0,0,,0,0,,0,0,,0,0,,3,3,,,,
23080257-หมูบดปรุงรสพร้อมปรุง(สูตร1) 1 กก.-F,642710-HUB สุกรตัดแต่ง-แม่คือ,คลังสินค้าแปรรูป,,0,0,,0,0,,0,0,,0,0,,3,3,23080257,23080257,642710,100
,,รหัสสินค้า:23080716-เศษสันนอก(สไลซ์)-สเปค2,,0,0,,4,19.6,,0,0,,0,0,,0,0,,,,
,,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,,0,0,,4,19.6,,0,0,,0,0,,0,0,,,,
23080716-เศษสันนอก(สไลซ์)-สเปค2,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังสินค้า-FG (0010),,0,0,,4,19.6,,0,0,,0,0,,0,0,23080716,23080716,539910,10
,,รหัสสินค้า:23080717-เศษสันคอ(สไลซ์)-สเปค2,,0,0,,48,224.77,,0,0,,0,0,,0,0,,,,
,,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,,0,0,,5,22.06,,0,0,,0,0,,0,0,,,,
23080717-เศษสันคอ(สไลซ์)-สเปค2,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังสินค้า แปรรูป,,0,0,,5,22.06,,0,0,,0,0,,0,0,23080717,23080717,262110,101
,,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,,0,0,,43,202.71,,0,0,,0,0,,0,0,,,,
23080717-เศษสันคอ(สไลซ์)-สเปค2,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังสินค้า-FG (0010),,0,0,,43,202.71,,0,0,,0,0,,0,0,23080717,23080717,539910,10
,,รหัสสินค้า:23080718-เศษสามชั้น(สไลซ์)-สเปค2,,0,0,,51,207.1,,0,0,,0,0,,0,0,,,,
,,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,,0,0,,44,176.06,,0,0,,0,0,,0,0,,,,
23080718-เศษสามชั้น(สไลซ์)-สเปค2,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังสินค้า แปรรูป,,0,0,,44,176.06,,0,0,,0,0,,0,0,23080718,23080718,262110,101
,,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,,0,0,,4,20.09,,0,0,,0,0,,0,0,,,,
23080718-เศษสามชั้น(สไลซ์)-สเปค2,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังสินค้า-FG (0010),,0,0,,4,20.09,,0,0,,0,0,,0,0,23080718,23080718,539910,10
,,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,,0,0,,3,10.95,,0,0,,0,0,,0,0,,,,
23080718-เศษสามชั้น(สไลซ์)-สเปค2,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,คลังสินค้า Chill,,0,0,,3,10.95,,0,0,,0,0,,0,0,23080718,23080718,734010,900
,,รหัสสินค้า:23080721-เศษสามชั้น(สไลซ์)-สเปค3,,0,0,,9,32.42,,0,0,,0,0,,0,0,,,,
,,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,,0,0,,6,22.81,,0,0,,0,0,,0,0,,,,
23080721-เศษสามชั้น(สไลซ์)-สเปค3,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังสินค้า-FG (0010),,0,0,,6,22.81,,0,0,,0,0,,0,0,23080721,23080721,539910,10
,,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,,0,0,,3,9.61,,0,0,,0,0,,0,0,,,,
23080721-เศษสามชั้น(สไลซ์)-สเปค3,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,คลังสินค้า Chill,,0,0,,3,9.61,,0,0,,0,0,,0,0,23080721,23080721,734010,900
,,รหัสสินค้า:23080724-สามชั้นสไลซ์หมูกระทะ1kg(F)มาสเตอร์เชฟ,,10,10,,"2,097","2,097.00",,310,310,,20,20,,662,662,,,,
,,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,,0,0,,671,671,,0,0,,0,0,,36,36,,,,
23080724-สามชั้นสไลซ์หมูกระทะ1kg(F)มาสเตอร์เชฟ,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังสินค้า แปรรูป,,0,0,,671,671,,0,0,,0,0,,36,36,23080724,23080724,262110,101
,,410610-โรงชำแหละสุกร หนองบัวลำภู,,0,0,,10,10,,0,0,,0,0,,0,0,,,,
23080724-สามชั้นสไลซ์หมูกระทะ1kg(F)มาสเตอร์เชฟ,410610-โรงชำแหละสุกร หนองบัวลำภู,คลัง Frozen,,0,0,,10,10,,0,0,,0,0,,0,0,23080724,23080724,410610,100
,,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,,0,0,,800,800,,310,310,,0,0,,0,0,,,,
23080724-สามชั้นสไลซ์หมูกระทะ1kg(F)มาสเตอร์เชฟ,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังสินค้า-Freeze (0200),,0,0,,800,800,,310,310,,0,0,,0,0,23080724,23080724,539910,200
,,589110-โรงชำแหละสุกรหนองคาย,,10,10,,0,0,,0,0,,6,6,,16,16,,,,
23080724-สามชั้นสไลซ์หมูกระทะ1kg(F)มาสเตอร์เชฟ,589110-โรงชำแหละสุกรหนองคาย,ตู้คอนเทนเนอร์,,10,10,,0,0,,0,0,,6,6,,16,16,23080724,23080724,589110,101
,,642710-HUB สุกรตัดแต่ง-แม่คือ,,0,0,,600,600,,0,0,,0,0,,610,610,,,,
23080724-สามชั้นสไลซ์หมูกระทะ1kg(F)มาสเตอร์เชฟ,642710-HUB สุกรตัดแต่ง-แม่คือ,คลังสินค้าแปรรูป,,0,0,,600,600,,0,0,,0,0,,610,610,23080724,23080724,642710,100
,,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,,0,0,,16,16,,0,0,,14,14,,0,0,,,,
23080724-สามชั้นสไลซ์หมูกระทะ1kg(F)มาสเตอร์เชฟ,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,คลังสินค้า Chill,,0,0,,16,16,,0,0,,14,14,,0,0,23080724,23080724,734010,900
,,รหัสสินค้า:23080725-สันคอสไลซ์หมูกระทะ1kg(F)มาสเตอร์เชฟ,,0,0,,"1,250","1,250.00",,0,0,,0,0,,475,475,,,,
,,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,,0,0,,0,0,,0,0,,0,0,,22,22,,,,
23080725-สันคอสไลซ์หมูกระทะ1kg(F)มาสเตอร์เชฟ,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังสินค้า แปรรูป,,0,0,,0,0,,0,0,,0,0,,22,22,23080725,23080725,262110,101
,,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,,0,0,,660,660,,0,0,,0,0,,0,0,,,,
23080725-สันคอสไลซ์หมูกระทะ1kg(F)มาสเตอร์เชฟ,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังสินค้า-Freeze (0200),,0,0,,660,660,,0,0,,0,0,,0,0,23080725,23080725,539910,200
,,589110-โรงชำแหละสุกรหนองคาย,,0,0,,0,0,,0,0,,0,0,,49,49,,,,
23080725-สันคอสไลซ์หมูกระทะ1kg(F)มาสเตอร์เชฟ,589110-โรงชำแหละสุกรหนองคาย,ตู้คอนเทนเนอร์,,0,0,,0,0,,0,0,,0,0,,49,49,23080725,23080725,589110,101
,,642710-HUB สุกรตัดแต่ง-แม่คือ,,0,0,,590,590,,0,0,,0,0,,380,380,,,,
23080725-สันคอสไลซ์หมูกระทะ1kg(F)มาสเตอร์เชฟ,642710-HUB สุกรตัดแต่ง-แม่คือ,คลังสินค้าแปรรูป,,0,0,,590,590,,0,0,,0,0,,380,380,23080725,23080725,642710,100
,,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,,0,0,,0,0,,0,0,,0,0,,24,24,,,,
23080725-สันคอสไลซ์หมูกระทะ1kg(F)มาสเตอร์เชฟ,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,คลังสินค้า Chill,,0,0,,0,0,,0,0,,0,0,,24,24,23080725,23080725,734010,900
,,รหัสสินค้า:23080726-สันนอกสไลซ์หมูกระทะ1kg(F)มาสเตอร์เชฟ,,0,0,,184,895,,650,650,,0,0,,709,709,,,,
,,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,,0,0,,0,0,,0,0,,0,0,,13,13,,,,
23080726-สันนอกสไลซ์หมูกระทะ1kg(F)มาสเตอร์เชฟ,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังสินค้า แปรรูป,,0,0,,0,0,,0,0,,0,0,,13,13,23080726,23080726,262110,101
,,412810-โรงชำแหละสุกร กาญจนบุรี,,0,0,,79,790,,0,0,,0,0,,0,0,,,,
23080726-สันนอกสไลซ์หมูกระทะ1kg(F)มาสเตอร์เชฟ,412810-โรงชำแหละสุกร กาญจนบุรี,คลัง Cold (0100),,0,0,,79,790,,0,0,,0,0,,0,0,23080726,23080726,412810,100
,,589110-โรงชำแหละสุกรหนองคาย,,0,0,,105,105,,0,0,,0,0,,0,0,,,,
23080726-สันนอกสไลซ์หมูกระทะ1kg(F)มาสเตอร์เชฟ,589110-โรงชำแหละสุกรหนองคาย,ตู้คอนเทนเนอร์,,0,0,,105,105,,0,0,,0,0,,0,0,23080726,23080726,589110,101
,,642710-HUB สุกรตัดแต่ง-แม่คือ,,0,0,,0,0,,650,650,,0,0,,650,650,,,,
23080726-สันนอกสไลซ์หมูกระทะ1kg(F)มาสเตอร์เชฟ,642710-HUB สุกรตัดแต่ง-แม่คือ,คลังสินค้าแปรรูป,,0,0,,0,0,,650,650,,0,0,,650,650,23080726,23080726,642710,100
,,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,,0,0,,0,0,,0,0,,0,0,,46,46,,,,
23080726-สันนอกสไลซ์หมูกระทะ1kg(F)มาสเตอร์เชฟ,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,คลังสินค้า Chill,,0,0,,0,0,,0,0,,0,0,,46,46,23080726,23080726,734010,900
,,รหัสสินค้า:23080727-สามชั้น(เตรียมสไลซ์หมูกระทะ) -WIP,,0,0,,127,"1,565.13",,6,78.51,,0,0,,144,"1,367.94",,,,
,,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,,0,0,,0,0,,0,0,,0,0,,33,181.18,,,,
23080727-สามชั้น(เตรียมสไลซ์หมูกระทะ) -WIP,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังสินค้า <cold>,,0,0,,0,0,,0,0,,0,0,,24,171.86,23080727,23080727,262110,100
23080727-สามชั้น(เตรียมสไลซ์หมูกระทะ) -WIP,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังผลิต (0900),,0,0,,0,0,,0,0,,0,0,,9,9.32,23080727,23080727,262110,900
,,412810-โรงชำแหละสุกร กาญจนบุรี,,0,0,,74,"1,073.50",,0,0,,0,0,,95,"1,042.22",,,,
23080727-สามชั้น(เตรียมสไลซ์หมูกระทะ) -WIP,412810-โรงชำแหละสุกร กาญจนบุรี,คลัง Cold (0100),,0,0,,74,"1,073.50",,0,0,,0,0,,8,97.84,23080727,23080727,412810,100
23080727-สามชั้น(เตรียมสไลซ์หมูกระทะ) -WIP,412810-โรงชำแหละสุกร กาญจนบุรี,คลังผลิต (0900),,0,0,,0,0,,0,0,,0,0,,87,944.38,23080727,23080727,412810,900
,,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,,0,0,,0,0,,6,78.51,,0,0,,1,19.99,,,,
23080727-สามชั้น(เตรียมสไลซ์หมูกระทะ) -WIP,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังสินค้า-Freeze (0200),,0,0,,0,0,,0,0,,0,0,,1,19.99,23080727,23080727,539910,200
23080727-สามชั้น(เตรียมสไลซ์หมูกระทะ) -WIP,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังผลิต (0900),,0,0,,0,0,,6,78.51,,0,0,,0,0,23080727,23080727,539910,900
,,589110-โรงชำแหละสุกรหนองคาย,,0,0,,9,60,,0,0,,0,0,,15,124.55,,,,
23080727-สามชั้น(เตรียมสไลซ์หมูกระทะ) -WIP,589110-โรงชำแหละสุกรหนองคาย,คลังห้อง Cold,,0,0,,9,60,,0,0,,0,0,,15,124.55,23080727,23080727,589110,100
,,642710-HUB สุกรตัดแต่ง-แม่คือ,,0,0,,4,59.53,,0,0,,0,0,,0,0,,,,
23080727-สามชั้น(เตรียมสไลซ์หมูกระทะ) -WIP,642710-HUB สุกรตัดแต่ง-แม่คือ,คลังสินค้า-FG,,0,0,,4,59.53,,0,0,,0,0,,0,0,23080727,23080727,642710,900
,,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,,0,0,,40,372.1,,0,0,,0,0,,0,0,,,,
23080727-สามชั้น(เตรียมสไลซ์หมูกระทะ) -WIP,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,คลังสินค้า Chill,,0,0,,40,372.1,,0,0,,0,0,,0,0,23080727,23080727,734010,900
,,รหัสสินค้า:23080728-สันคอ(เตรียมสไลซ์หมูกระทะ) -WIP,,0,0,,188,"2,344.26",,0,0,,25,316.47,,192,"2,298.37",,,,
,,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,,0,0,,2,2.08,,0,0,,23,300.12,,15,164.18,,,,
23080728-สันคอ(เตรียมสไลซ์หมูกระทะ) -WIP,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังสินค้า <cold>,,0,0,,0,0,,0,0,,23,300.12,,13,162.12,23080728,23080728,262110,100
23080728-สันคอ(เตรียมสไลซ์หมูกระทะ) -WIP,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังผลิต (0900),,0,0,,2,2.08,,0,0,,0,0,,2,2.06,23080728,23080728,262110,900
,,412810-โรงชำแหละสุกร กาญจนบุรี,,0,0,,93,"1,088.99",,0,0,,0,0,,99,"1,068.44",,,,
23080728-สันคอ(เตรียมสไลซ์หมูกระทะ) -WIP,412810-โรงชำแหละสุกร กาญจนบุรี,คลัง Cold (0100),,0,0,,26,294.4,,0,0,,0,0,,53,576.86,23080728,23080728,412810,100
23080728-สันคอ(เตรียมสไลซ์หมูกระทะ) -WIP,412810-โรงชำแหละสุกร กาญจนบุรี,คลังผลิต (0900),,0,0,,67,794.59,,0,0,,0,0,,46,491.58,23080728,23080728,412810,900
,,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,,0,0,,44,593.59,,0,0,,0,0,,72,"1,016.13",,,,
23080728-สันคอ(เตรียมสไลซ์หมูกระทะ) -WIP,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังสินค้า-Freeze (0200),,0,0,,34,452.36,,0,0,,0,0,,72,"1,016.13",23080728,23080728,539910,200
23080728-สันคอ(เตรียมสไลซ์หมูกระทะ) -WIP,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังผลิต (0900),,0,0,,10,141.23,,0,0,,0,0,,0,0,23080728,23080728,539910,900
,,589110-โรงชำแหละสุกรหนองคาย,,0,0,,49,659.6,,0,0,,2,16.35,,6,49.62,,,,
23080728-สันคอ(เตรียมสไลซ์หมูกระทะ) -WIP,589110-โรงชำแหละสุกรหนองคาย,คลังห้อง Cold,,0,0,,49,659.6,,0,0,,2,16.35,,6,49.62,23080728,23080728,589110,100
,,รหัสสินค้า:23080729-สันนอก(เตรียมสไลซ์หมูกระทะ) -WIP,,0,0,,111,"1,214.91",,0,0,,0,0,,224,"2,249.91",,,,
,,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,,0,0,,1,1.04,,0,0,,0,0,,19,19.52,,,,
23080729-สันนอก(เตรียมสไลซ์หมูกระทะ) -WIP,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังผลิต (0900),,0,0,,1,1.04,,0,0,,0,0,,19,19.52,23080729,23080729,262110,900
,,412810-โรงชำแหละสุกร กาญจนบุรี,,0,0,,92,"1,018.35",,0,0,,0,0,,182,"1,978.73",,,,
23080729-สันนอก(เตรียมสไลซ์หมูกระทะ) -WIP,412810-โรงชำแหละสุกร กาญจนบุรี,คลัง Cold (0100),,0,0,,92,"1,018.35",,0,0,,0,0,,147,"1,570.75",23080729,23080729,412810,100
23080729-สันนอก(เตรียมสไลซ์หมูกระทะ) -WIP,412810-โรงชำแหละสุกร กาญจนบุรี,คลังผลิต (0900),,0,0,,0,0,,0,0,,0,0,,35,407.98,23080729,23080729,412810,900
,,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,,0,0,,13,132.17,,0,0,,0,0,,23,251.66,,,,
23080729-สันนอก(เตรียมสไลซ์หมูกระทะ) -WIP,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังสินค้า-Freeze (0200),,0,0,,13,132.17,,0,0,,0,0,,23,251.66,23080729,23080729,539910,200
,,589110-โรงชำแหละสุกรหนองคาย,,0,0,,5,63.35,,0,0,,0,0,,0,0,,,,
23080729-สันนอก(เตรียมสไลซ์หมูกระทะ) -WIP,589110-โรงชำแหละสุกรหนองคาย,คลังห้อง Cold,,0,0,,5,63.35,,0,0,,0,0,,0,0,23080729,23080729,589110,100
,,รหัสสินค้า:23080840-หมูบดปรุงรสสไปซี่พร้อมปรุง 1000 ก.-F,,0,0,,0,0,,0,0,,0,0,,9,9,,,,
,,642710-HUB สุกรตัดแต่ง-แม่คือ,,0,0,,0,0,,0,0,,0,0,,9,9,,,,
23080840-หมูบดปรุงรสสไปซี่พร้อมปรุง 1000 ก.-F,642710-HUB สุกรตัดแต่ง-แม่คือ,คลังสินค้าแปรรูป,,0,0,,0,0,,0,0,,0,0,,9,9,23080840,23080840,642710,100
,,รหัสสินค้า:23081187-หัวเบอร์ 1,,0,0,,4,22.76,,0,0,,0,0,,0,0,,,,
,,410810-โรงชำแหละสุกร อ่างทอง,,0,0,,1,6.9,,0,0,,0,0,,0,0,,,,
23081187-หัวเบอร์ 1,410810-โรงชำแหละสุกร อ่างทอง,คลังผลได้เชือด-บริษัท,,0,0,,1,6.9,,0,0,,0,0,,0,0,23081187,23081187,410810,900
,,539010-โรงชำแหละสุกร นายายอาม,,0,0,,3,15.86,,0,0,,0,0,,0,0,,,,
23081187-หัวเบอร์ 1,539010-โรงชำแหละสุกร นายายอาม,คลังสินค้า-FG (0010),,0,0,,3,15.86,,0,0,,0,0,,0,0,23081187,23081187,539010,10
,,รหัสสินค้า:23081423-เนื้อไหล่หมูตัดชิ้น,,0,0,,0,0,,0,0,,0,0,,1,1.44,,,,
,,412810-โรงชำแหละสุกร กาญจนบุรี,,0,0,,0,0,,0,0,,0,0,,1,1.44,,,,
23081423-เนื้อไหล่หมูตัดชิ้น,412810-โรงชำแหละสุกร กาญจนบุรี,คลังผลิต (0900),,0,0,,0,0,,0,0,,0,0,,1,1.44,23081423,23081423,412810,900
,,รหัสสินค้า:23081968-U FARM หมูซีก- Raw,,0,0,,0,0,,0,0,,0,0,,0,552.6,,,,
,,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,,0,0,,0,0,,0,0,,0,0,,0,552.6,,,,
23081968-U FARM หมูซีก- Raw,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังผลิต (0900),,0,0,,0,0,,0,0,,0,0,,0,552.6,23081968,23081968,539910,900
,,รหัสสินค้า:23082109-เนื้อหมูกระทะสไลซ์1kg(F)มาสเตอร์เชฟ,,0,0,,19,19,,0,0,,0,0,,64,64,,,,
,,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,,0,0,,0,0,,0,0,,0,0,,33,33,,,,
23082109-เนื้อหมูกระทะสไลซ์1kg(F)มาสเตอร์เชฟ,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังสินค้า แปรรูป,,0,0,,0,0,,0,0,,0,0,,33,33,23082109,23082109,262110,101
,,589110-โรงชำแหละสุกรหนองคาย,,0,0,,19,19,,0,0,,0,0,,0,0,,,,
23082109-เนื้อหมูกระทะสไลซ์1kg(F)มาสเตอร์เชฟ,589110-โรงชำแหละสุกรหนองคาย,ตู้คอนเทนเนอร์,,0,0,,19,19,,0,0,,0,0,,0,0,23082109,23082109,589110,101
,,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,,0,0,,0,0,,0,0,,0,0,,31,31,,,,
23082109-เนื้อหมูกระทะสไลซ์1kg(F)มาสเตอร์เชฟ,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,คลังสินค้า Chill,,0,0,,0,0,,0,0,,0,0,,31,31,23082109,23082109,734010,900
,,รหัสสินค้า:23082111-เนื้อหมู(เตรียมสไลซ์หมูกระทะ MTC)-WIP,,0,0,,138,"1,367.55",,0,0,,15,210.4,,721,"9,014.10",,,,
,,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,,0,0,,24,317.16,,0,0,,0,0,,8,8.32,,,,
23082111-เนื้อหมู(เตรียมสไลซ์หมูกระทะ MTC)-WIP,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังสินค้า <cold>,,0,0,,17,225.86,,0,0,,0,0,,0,0,23082111,23082111,262110,100
23082111-เนื้อหมู(เตรียมสไลซ์หมูกระทะ MTC)-WIP,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังผลิต (0900),,0,0,,7,91.3,,0,0,,0,0,,8,8.32,23082111,23082111,262110,900
,,412810-โรงชำแหละสุกร กาญจนบุรี,,0,0,,71,745.52,,0,0,,0,0,,205,"2,100.64",,,,
23082111-เนื้อหมู(เตรียมสไลซ์หมูกระทะ MTC)-WIP,412810-โรงชำแหละสุกร กาญจนบุรี,คลัง Cold (0100),,0,0,,71,745.52,,0,0,,0,0,,195,"2,009.25",23082111,23082111,412810,100
23082111-เนื้อหมู(เตรียมสไลซ์หมูกระทะ MTC)-WIP,412810-โรงชำแหละสุกร กาญจนบุรี,คลังผลิต (0900),,0,0,,0,0,,0,0,,0,0,,10,91.39,23082111,23082111,412810,900
,,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,,0,0,,0,0,,0,0,,0,0,,505,"6,887.04",,,,
23082111-เนื้อหมู(เตรียมสไลซ์หมูกระทะ MTC)-WIP,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังสินค้า-FG (0010),,0,0,,0,0,,0,0,,0,0,,9,129,23082111,23082111,539910,10
23082111-เนื้อหมู(เตรียมสไลซ์หมูกระทะ MTC)-WIP,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังสินค้า-Freeze (0200),,0,0,,0,0,,0,0,,0,0,,496,"6,758.04",23082111,23082111,539910,200
